"day   ","station1    ","station2    ","station3    ",station4
"113   ","0.008320963 ","0.002146439 ","0.008124373 ",0.088264794
"114   ","0.008204614 ","0.002146439 ","0.007863591 ",0.088264794
"115   ","0.008204614 ","0.002146439 ","0.007382146 ",0.088264794
"116   ","0.008320963 ","0.002146439 ","0.007121364 ",0.088264794
"117   ","0.008204614 ","0.002246740 ","0.007121364 ",0.088264794
"118   ","0.008088265 ","0.002246740 ","0.007121364 ",0.088264794
"119   ","0.008204614 ","0.002246740 ","0.007121364 ",0.088264794
"120   ","0.008088265 ","0.002347041 ","0.007622869 ",0.088264794
"121   ","0.008088265 ","0.002347041 ","0.007622869 ",0.088264794
"122   ","0.008088265 ","0.002246740 ","0.007622869 ",0.088264794
"123   ","0.008088265 ","0.002246740 ","0.007622869 ",0.088264794
"124   ","0.008088265 ","0.002246740 ","0.007863591 ",0.088264794
"125   ","0.008088265 ","0.002246740 ","0.007863591 ",0.088264794
"126   ","0.008088265 ","0.002146439 ","0.008124373 ",0.088264794
"127   ","0.008088265 ","0.002146439 ","0.008124373 ",0.088264794
"128   ","0.008088265 ","0.002146439 ","0.008124373 ",0.088264794
"129   ","0.008088265 ","0.002146439 ","0.008124373 ",0.088264794
"130   ","0.008088265 ","0.002146439 ","0.008124373 ",0.088264794
"131   ","0.008088265 ","0.002146439 ","0.008124373 ",0.088264794
"132   ","0.008088265 ","0.002246740 ","0.008124373 ",0.088264794
"133   ","0.008204614 ","0.002146439 ","0.008124373 ",0.088264794
"134   ","0.008320963 ","0.002046138 ","0.008625878 ",0.088264794
"135   ","0.008204614 ","0.002046138 ","0.008886660 ",0.088264794
"136   ","0.008320963 ","0.002046138 ","0.008886660 ",0.088264794
"137   ","0.008553661 ","0.002046138 ","0.008625878 ",0.088264794
"138   ","0.008437312 ","0.002046138 ","0.008365095 ",0.088264794
"139   ","0.008437312 ","0.002146439 ","0.007863591 ",0.088264794
"140   ","0.008437312 ","0.002146439 ","0.007382146 ",0.088264794
"141   ","0.008320963 ","0.002146439 ","0.007121364 ",0.088264794
"142   ","0.008320963 ","0.002146439 ","0.007121364 ",0.088264794
"143   ","0.008320963 ","0.002246740 ","0.007622869 ",0.088264794
"144   ","0.008204614 ","0.002246740 ","0.007863591 ",0.088264794
"145   ","0.008088265 ","0.002246740 ","0.007863591 ",0.088264794
"146   ","0.008088265 ","0.002146439 ","0.007863591 ",0.088264794
"147   ","0.008088265 ","0.002146439 ","0.008124373 ",0.088264794
"148   ","0.008088265 ","0.002146439 ","0.008124373 ",0.088264794
"149   ","0.008088265 ","0.002146439 ","0.008365095 ",0.088264794
"150   ","0.008088265 ","0.002146439 ","0.008625878 ",0.088264794
"151   ","0.008088265 ","0.002046138 ","0.008625878 ",0.088264794
"152   ","0.008088265 ","0.002046138 ","0.008625878 ",0.088264794
"153   ","0.008088265 ","0.002046138 ","0.008625878 ",0.088264794
"154   ","0.008088265 ","0.002146439 ","0.008625878 ",0.088264794
"155   ","0.008320963 ","0.002146439 ","0.008625878 ",0.088264794
"156   ","0.008320963 ","0.002246740 ","0.008625878 ",0.088264794
"157   ","0.008088265 ","0.002246740 ","0.008886660 ",0.088264794
"158   ","0.007971916 ","0.002246740 ","0.009147442 ",0.088264794
"159   ","0.007971916 ","0.002246740 ","0.009147442 ",0.088264794
"160   ","0.008088265 ","0.002146439 ","0.009147442 ",0.088264794
"161   ","0.008088265 ","0.002146439 ","0.008886660 ",0.088264794
"162   ","0.008088265 ","0.002146439 ","0.008625878 ",0.088264794
"163   ","0.008088265 ","0.002146439 ","0.008124373 ",0.088264794
"164   ","0.008088265 ","0.002146439 ","0.007863591 ",0.088264794
"165   ","0.008204614 ","0.002246740 ","0.007622869 ",0.088264794
"166   ","0.008204614 ","0.002246740 ","0.007622869 ",0.088264794
"167   ","0.008088265 ","0.002246740 ","0.007622869 ",0.088264794
"168   ","0.007971916 ","0.002347041 ","0.007863591 ",0.088264794
"169   ","0.007855567 ","0.002347041 ","0.008124373 ",0.088264794
"170   ","0.007739218 ","0.002347041 ","0.008124373 ",0.088264794
"171   ","0.007739218 ","0.002347041 ","0.008365095 ",0.088264794
"172   ","0.007622869 ","0.002347041 ","0.008625878 ",0.088264794
"173   ","0.007622869 ","0.002347041 ","0.008886660 ",0.088264794
"174   ","0.007622869 ","0.002347041 ","0.008886660 ",0.088264794
"175   ","0.007622869 ","0.002246740 ","0.008625878 ",0.088264794
"176   ","0.007622869 ","0.002246740 ","0.008625878 ",0.088264794
"177   ","0.007622869 ","0.002246740 ","0.008625878 ",0.088264794
"178   ","0.007855567 ","0.002246740 ","0.008625878 ",0.088264794
"179   ","0.007971916 ","0.002246740 ","0.008625878 ",0.088264794
"180   ","0.008088265 ","0.002146439 ","0.008625878 ",0.088264794
"181   ","0.008088265 ","0.002146439 ","0.008886660 ",0.088264794
"182   ","0.008088265 ","0.002046138 ","0.009147442 ",0.088264794
"183   ","0.007971916 ","0.001945838 ","0.008886660 ",0.088264794
"184   ","0.008088265 ","0.001945838 ","0.008625878 ",0.088264794
"185   ","0.008088265 ","0.002046138 ","0.008365095 ",0.088264794
"186   ","0.008088265 ","0.002046138 ","0.008365095 ",0.088264794
"187   ","0.008088265 ","0.002146439 ","0.007863591 ",0.088264794
"188   ","0.007971916 ","0.002146439 ","0.007622869 ",0.088264794
"189   ","0.007971916 ","0.002246740 ","0.007622869 ",0.088264794
"190   ","0.008088265 ","0.002347041 ","0.007863591 ",0.088264794
"191   ","0.008088265 ","0.002347041 ","0.008124373 ",0.088264794
"192   ","0.008088265 ","0.002347041 ","0.008625878 ",0.088264794
"193   ","0.008088265 ","0.002347041 ","0.008886660 ",0.088264794
"194   ","0.007971916 ","0.002347041 ","0.008625878 ",0.088264794
"195   ","0.007971916 ","0.002246740 ","0.008625878 ",0.088264794
"196   ","0.007971916 ","0.002246740 ","0.008886660 ",0.088264794
"197   ","0.008088265 ","0.002246740 ","0.009147442 ",0.088264794
"198   ","0.008088265 ","0.002246740 ","0.009147442 ",0.088264794
"199   ","0.008088265 ","0.002246740 ","0.009147442 ",0.088264794
"200   ","0.008088265 ","0.002246740 ","0.008886660 ",0.088264794
"201   ","0.008088265 ","0.002246740 ","0.008625878 ",0.088264794
"202   ","0.008088265 ","0.002246740 ","0.008625878 ",0.088264794
"203   ","0.008204614 ","0.002246740 ","0.008365095 ",0.088264794
"204   ","0.008204614 ","0.002246740 ","0.008365095 ",0.088264794
"205   ","0.008204614 ","0.002246740 ","0.008365095 ",0.088264794
"206   ","0.008204614 ","0.002146439 ","0.008625878 ",0.088264794
"207   ","0.008088265 ","0.002046138 ","0.008625878 ",0.088264794
"208   ","0.008204614 ","0.002046138 ","0.008625878 ",0.088264794
"209   ","0.008204614 ","0.002146439 ","0.008625878 ",0.088264794
"210   ","0.008204614 ","0.002146439 ","0.008365095 ",0.088264794
"211   ","0.008204614 ","0.002146439 ","0.007863591 ",0.088264794
"212   ","0.008204614 ","0.002246740 ","0.007622869 ",0.088264794
"213   ","0.008204614 ","0.002246740 ","0.007382146 ",0.088264794
"214   ","0.008204614 ","0.002246740 ","0.007622869 ",0.088264794
"215   ","0.008204614 ","0.002347041 ","0.007863591 ",0.088264794
"216   ","0.008204614 ","0.002347041 ","0.007863591 ",0.088264794
"217   ","0.008204614 ","0.002347041 ","0.008124373 ",0.088264794
"218   ","0.008204614 ","0.002246740 ","0.008124373 ",0.088264794
"219   ","0.008204614 ","0.002246740 ","0.008124373 ",0.088264794
"220   ","0.008204614 ","0.002146439 ","0.008365095 ",0.088264794
"221   ","0.008204614 ","0.002046138 ","0.008625878 ",0.088264794
"222   ","0.008204614 ","0.002146439 ","0.008886660 ",0.088264794
"223   ","0.008320963 ","0.002146439 ","0.008625878 ",0.088264794
"224   ","0.008320963 ","0.002146439 ","0.008625878 ",0.088264794
"225   ","0.008320963 ","0.002146439 ","0.008365095 ",0.088264794
"226   ","0.008320963 ","0.002146439 ","0.008365095 ",0.088264794
"227   ","0.008320963 ","0.002146439 ","0.008365095 ",0.088264794
"228   ","0.008320963 ","0.002146439 ","0.008365095 ",0.088264794
"229   ","0.008320963 ","0.002146439 ","0.008625878 ",0.088264794
"230   ","0.008320963 ","0.002046138 ","0.008886660 ",0.088264794
"231   ","0.008320963 ","0.002046138 ","0.008886660 ",0.088264794
"232   ","0.008320963 ","0.002046138 ","0.008625878 ",0.088264794
"233   ","0.008204614 ","0.002146439 ","0.008625878 ",0.088264794
"234   ","0.008204614 ","0.002146439 ","0.008365095 ",0.088264794
"235   ","0.008204614 ","0.002146439 ","0.007863591 ",0.088264794
"236   ","0.008088265 ","0.002146439 ","0.007622869 ",0.088264794
"237   ","0.008088265 ","0.002046138 ","0.007382146 ",0.088264794
"238   ","0.008088265 ","0.002146439 ","0.007382146 ",0.088264794
"239   ","0.008204614 ","0.002246740 ","0.007863591 ",0.088264794
"240   ","0.008204614 ","0.002246740 ","0.007863591 ",0.088264794
"241   ","0.008204614 ","0.002246740 ","0.008124373 ",0.088264794
"242   ","0.008204614 ","0.002146439 ","0.008124373 ",0.088264794
"243   ","0.008204614 ","0.002146439 ","0.008124373 ",0.088264794
"244   ","0.008204614 ","0.002046138 ","0.008124373 ",0.088264794
"245   ","0.008204614 ","0.002046138 ","0.008124373 ",0.088264794
"246   ","0.008320963 ","0.002046138 ","0.008124373 ",0.088264794
"247   ","0.008320963 ","0.002046138 ","0.008365095 ",0.088264794
"248   ","0.008320963 ","0.002146439 ","0.008365095 ",0.088264794
"249   ","0.008320963 ","0.002146439 ","0.008365095 ",0.088264794
"250   ","0.008320963 ","0.002146439 ","0.008365095 ",0.088264794
"251   ","0.008320963 ","0.002146439 ","0.008365095 ",0.088264794
"252   ","0.008320963 ","0.002146439 ","0.008124373 ",0.088264794
"253   ","0.008320963 ","0.002146439 ","0.008365095 ",0.088264794
"254   ","0.008320963 ","0.002146439 ","0.008886660 ",0.088264794
"255   ","0.008320963 ","0.002146439 ","0.008886660 ",0.088264794
"256   ","0.008204614 ","0.002046138 ","0.008625878 ",0.088264794
"257   ","0.008204614 ","0.002046138 ","0.008625878 ",0.088264794
"258   ","0.008204614 ","0.002146439 ","0.008365095 ",0.088264794
"259   ","0.008088265 ","0.002046138 ","0.007863591 ",0.088264794
"260   ","0.008204614 ","0.002046138 ","0.007382146 ",0.088264794
"261   ","0.008204614 ","0.002046138 ","0.007121364 ",0.088264794
"262   ","0.008204614 ","0.002046138 ","0.007121364 ",0.088264794
"263   ","0.008320963 ","0.002046138 ","0.007382146 ",0.088264794
"264   ","0.008437312 ","0.002046138 ","0.007382146 ",0.088264794
"265   ","0.008437312 ","0.002046138 ","0.007622869 ",0.088264794
"266   ","0.008437312 ","0.002046138 ","0.007622869 ",0.088264794
"267   ","0.008553661 ","0.001945838 ","0.007622869 ",0.088264794
"268   ","0.008553661 ","0.001945838 ","0.007622869 ",0.088264794
"269   ","0.008437312 ","0.001845537 ","0.007863591 ",0.088264794
"270   ","0.008437312 ","0.001845537 ","0.007622869 ",0.088264794
"271   ","0.008437312 ","0.001845537 ","0.007622869 ",0.088264794
"272   ","0.008437312 ","0.001845537 ","0.007622869 ",0.088264794
"273   ","0.008320963 ","0.001845537 ","0.007121364 ",0.088264794
"274   ","0.008320963 ","0.001745236 ","0.007121364 ",0.088264794
"275   ","0.008204614 ","0.001644935 ","0.007121364 ",0.088264794
"276   ","0.008088265 ","0.001745236 ","0.006880642 ",0.088264794
"277   ","0.007971916 ","0.001745236 ","0.006880642 ",0.088264794
"278   ","0.007855567 ","0.001644935 ","0.007121364 ",0.088264794
"279   ","0.007739218 ","0.001644935 ","0.007382146 ",0.088264794
"280   ","0.007739218 ","0.001644935 ","0.007121364 ",0.088264794
"281   ","0.007739218 ","0.001544634 ","0.007121364 ",0.088264794
"282   ","0.007739218 ","0.001644935 ","0.006880642 ",0.088264794
"283   ","0.007739218 ","0.001845537 ","0.006880642 ",0.088264794
"284   ","0.007739218 ","0.001845537 ","0.006639920 ",0.088264794
"285   ","0.007739218 ","0.001845537 ","0.006158475 ",0.088264794
"286   ","0.007739218 ","0.001945838 ","0.005937813 ",0.088264794
"287   ","0.007855567 ","0.001945838 ","0.005496489 ",0.088264794
"288   ","0.007855567 ","0.002046138 ","0.005496489 ",0.088264794
"289   ","0.007971916 ","0.002046138 ","0.005717151 ",0.088264794
"290   ","0.007971916 ","0.002046138 ","0.006639920 ",0.088264794
"291   ","0.007855567 ","0.001945838 ","0.007121364 ",0.088264794
"292   ","0.007855567 ","0.001845537 ","0.006880642 ",0.088264794
"293   ","0.007855567 ","0.001845537 ","0.006880642 ",0.088264794
"294   ","0.007855567 ","0.001745236 ","0.007121364 ",0.088264794
"295   ","0.007739218 ","0.001745236 ","0.007382146 ",0.088264794
"296   ","0.007739218 ","0.001845537 ","0.007121364 ",0.088264794
"297   ","0.007739218 ","0.001845537 ","0.007121364 ",0.088264794
"298   ","0.007739218 ","0.001845537 ","0.007121364 ",0.088264794
"299   ","0.007739218 ","0.001845537 ","0.007382146 ",0.088264794
"300   ","0.007739218 ","0.001845537 ","0.007121364 ",0.088264794
"301   ","0.007739218 ","0.001945838 ","0.007121364 ",0.088264794
"302   ","0.007739218 ","0.001845537 ","0.006880642 ",0.088264794
"303   ","0.007739218 ","0.001845537 ","0.006880642 ",0.088264794
"304   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"305   ","0.007622869 ","0.001845537 ","0.007863591 ",0.088264794
"306   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"307   ","0.007622869 ","0.001845537 ","0.007382146 ",0.088264794
"308   ","0.007622869 ","0.001945838 ","0.007121364 ",0.088264794
"309   ","0.007622869 ","0.001945838 ","0.007121364 ",0.088264794
"310   ","0.007622869 ","0.001945838 ","0.006639920 ",0.088264794
"311   ","0.007622869 ","0.001945838 ","0.006399198 ",0.088264794
"312   ","0.007622869 ","0.002046138 ","0.006639920 ",0.088264794
"313   ","0.007622869 ","0.002046138 ","0.007121364 ",0.088264794
"314   ","0.007622869 ","0.002046138 ","0.007382146 ",0.088264794
"315   ","0.007622869 ","0.001945838 ","0.007121364 ",0.088264794
"316   ","0.007622869 ","0.001945838 ","0.007382146 ",0.088264794
"317   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"318   ","0.007622869 ","0.001845537 ","0.007863591 ",0.088264794
"319   ","0.007622869 ","0.001845537 ","0.007863591 ",0.088264794
"320   ","0.007622869 ","0.001845537 ","0.007863591 ",0.088264794
"321   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"322   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"323   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"324   ","0.007622869 ","0.001945838 ","0.007622869 ",0.088264794
"325   ","0.007622869 ","0.001945838 ","0.007622869 ",0.088264794
"326   ","0.007622869 ","0.001945838 ","0.007382146 ",0.088264794
"327   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"328   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"329   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"330   ","0.007622869 ","0.001845537 ","0.007382146 ",0.088264794
"331   ","0.007622869 ","0.001845537 ","0.007121364 ",0.088264794
"332   ","0.007622869 ","0.001845537 ","0.006880642 ",0.088264794
"333   ","0.007622869 ","0.001945838 ","0.006399198 ",0.088264794
"334   ","0.007622869 ","0.001945838 ","0.006158475 ",0.088264794
"335   ","0.007622869 ","0.001945838 ","0.005937813 ",0.088264794
"336   ","0.007622869 ","0.002046138 ","0.006158475 ",0.088264794
"337   ","0.007622869 ","0.002046138 ","0.006880642 ",0.088264794
"338   ","0.007622869 ","0.002046138 ","0.007121364 ",0.088264794
"339   ","0.007622869 ","0.001945838 ","0.007121364 ",0.088264794
"340   ","0.007622869 ","0.001945838 ","0.007382146 ",0.088264794
"341   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"342   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"343   ","0.007622869 ","0.001845537 ","0.007863591 ",0.088264794
"344   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"345   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"346   ","0.007622869 ","0.001845537 ","0.007382146 ",0.088264794
"347   ","0.007622869 ","0.001845537 ","0.007382146 ",0.088264794
"348   ","0.007622869 ","0.001845537 ","0.007382146 ",0.088264794
"349   ","0.007622869 ","0.001845537 ","0.007121364 ",0.088264794
"350   ","0.007622869 ","0.001745236 ","0.007382146 ",0.088264794
"351   ","0.007622869 ","0.001644935 ","0.007382146 ",0.088264794
"352   ","0.007622869 ","0.001745236 ","0.007382146 ",0.088264794
"353   ","0.007622869 ","0.001745236 ","0.007382146 ",0.088264794
"354   ","0.007622869 ","0.001745236 ","0.007121364 ",0.088264794
"355   ","0.007622869 ","0.001945838 ","0.007121364 ",0.088264794
"356   ","0.007622869 ","0.001845537 ","0.006639920 ",0.088264794
"357   ","0.007622869 ","0.001845537 ","0.006399198 ",0.088264794
"358   ","0.007622869 ","0.001845537 ","0.005937813 ",0.088264794
"359   ","0.007622869 ","0.001945838 ","0.005937813 ",0.088264794
"360   ","0.007622869 ","0.002046138 ","0.006158475 ",0.088264794
"361   ","0.007622869 ","0.002046138 ","0.006880642 ",0.088264794
"362   ","0.007622869 ","0.001945838 ","0.007121364 ",0.088264794
"363   ","0.007622869 ","0.001745236 ","0.007121364 ",0.088264794
"364   ","0.007622869 ","0.001745236 ","0.007121364 ",0.088264794
"365   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"366   ","0.007622869 ","0.001845537 ","0.007863591 ",0.088264794
"367   ","0.007622869 ","0.001845537 ","0.007863591 ",0.088264794
"368   ","0.007622869 ","0.001745236 ","0.007622869 ",0.088264794
"369   ","0.007622869 ","0.001745236 ","0.007121364 ",0.088264794
"370   ","0.007622869 ","0.001745236 ","0.007121364 ",0.088264794
"371   ","0.007622869 ","0.001745236 ","0.007382146 ",0.088264794
"372   ","0.007622869 ","0.001845537 ","0.007382146 ",0.088264794
"373   ","0.007622869 ","0.001945838 ","0.007382146 ",0.088264794
"374   ","0.007622869 ","0.001845537 ","0.007121364 ",0.088264794
"375   ","0.007622869 ","0.001644935 ","0.007622869 ",0.088264794
"376   ","0.007622869 ","0.001644935 ","0.007622869 ",0.088264794
"377   ","0.007622869 ","0.001745236 ","0.007622869 ",0.088264794
"378   ","0.007622869 ","0.001745236 ","0.007121364 ",0.088264794
"379   ","0.007622869 ","0.001845537 ","0.007121364 ",0.088264794
"380   ","0.007622869 ","0.001845537 ","0.006880642 ",0.088264794
"381   ","0.007622869 ","0.001845537 ","0.006639920 ",0.088264794
"382   ","0.007622869 ","0.001845537 ","0.006399198 ",0.088264794
"383   ","0.007622869 ","0.001845537 ","0.006639920 ",0.088264794
"384   ","0.007622869 ","0.001945838 ","0.006639920 ",0.088264794
"385   ","0.007622869 ","0.001945838 ","0.006880642 ",0.088264794
"386   ","0.007622869 ","0.001945838 ","0.006880642 ",0.088264794
"387   ","0.007622869 ","0.001845537 ","0.007121364 ",0.088264794
"388   ","0.007622869 ","0.001845537 ","0.007121364 ",0.088264794
"389   ","0.007622869 ","0.001845537 ","0.007382146 ",0.088264794
"390   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"391   ","0.007622869 ","0.001945838 ","0.007382146 ",0.088264794
"392   ","0.007622869 ","0.001945838 ","0.007382146 ",0.088264794
"393   ","0.007622869 ","0.001845537 ","0.007382146 ",0.088264794
"394   ","0.007622869 ","0.001845537 ","0.007121364 ",0.088264794
"395   ","0.007622869 ","0.001845537 ","0.007382146 ",0.088264794
"396   ","0.007622869 ","0.001845537 ","0.007622869 ",0.088264794
"397   ","0.007622869 ","0.001945838 ","0.007622869 ",0.088264794
"398   ","0.007622869 ","0.001845537 ","0.007863591 ",0.088264794
